Date,Linea (#),Kroma Network (#),zkSync Era (#),OP Mainnet (#),Boba Network (#),Stacks (#),Arbitrum (#),Astar zkEVM (#),Mantle (#),Polygon zkEVM (#),Starknet (#),Manta Pacific (#),Scroll (#),ZKFair (#),Base (#),Metis (#),Mode Network (#),Kinto (#)
2020-06-07,106.00,24.00,12.00,2.00,8.00,15.00,8.00,9.00,,,,4.00,,,,1.00,,
2020-06-08,112.00,28.00,12.00,2.00,8.00,15.00,8.00,9.00,,,,4.00,,,,1.00,,
2020-06-09,114.00,30.00,12.00,2.00,8.00,15.00,9.00,9.00,,,,4.00,,,,1.00,,
2020-06-10,115.00,30.00,12.00,2.00,8.00,15.00,9.00,9.00,,,,4.00,,,,1.00,,
2020-06-11,115.00,30.00,12.00,2.00,8.00,15.00,9.00,10.00,,,,4.00,,,,1.00,,
2020-06-12,116.00,29.00,12.00,2.00,8.00,14.00,9.00,10.00,,,,4.00,,,,1.00,,
2020-06-13,115.00,29.00,12.00,2.00,8.00,14.00,9.00,10.00,,,,4.00,,,,1.00,,
2020-06-14,115.00,29.00,12.00,1.00,8.00,14.00,8.00,10.00,,,,4.00,,,,1.00,,
2020-06-15,115.00,29.00,13.00,1.00,8.00,14.00,8.00,10.00,,,,4.00,,,,1.00,,
2020-06-16,115.00,29.00,13.00,1.00,8.00,14.00,8.00,10.00,,,,4.00,,,,1.00,,
2020-06-17,121.00,30.00,13.00,1.00,8.00,13.00,8.00,10.00,,,,4.00,,,,1.00,,
2020-06-18,119.00,29.00,13.00,1.00,8.00,14.00,8.00,10.00,,,,4.00,,,,1.00,,
2020-06-19,117.00,30.00,13.00,1.00,9.00,13.00,8.00,10.00,,,,5.00,,,,1.00,,
2020-06-20,117.00,30.00,12.00,1.00,9.00,13.00,8.00,10.00,,,,5.00,,,,1.00,,
2020-06-21,112.00,29.00,12.00,1.00,9.00,13.00,8.00,10.00,,,,5.00,,,,1.00,,
2020-06-22,113.00,28.00,12.00,1.00,9.00,13.00,8.00,10.00,,,,5.00,,,,1.00,,
2020-06-23,112.00,28.00,12.00,1.00,9.00,13.00,8.00,10.00,,,,5.00,,,,1.00,,
2020-06-24,111.00,26.00,12.00,1.00,9.00,13.00,8.00,10.00,,,,5.00,,,,1.00,,
2020-06-25,109.00,25.00,12.00,1.00,9.00,13.00,8.00,10.00,,,,4.00,,,,1.00,,
2020-06-26,110.00,25.00,12.00,1.00,9.00,13.00,8.00,10.00,,,,5.00,,,,1.00,,
2020-06-27,109.00,25.00,12.00,1.00,9.00,13.00,8.00,10.00,,,,5.00,,,,1.00,,
2020-06-28,110.00,25.00,12.00,0.00,8.00,12.00,8.00,10.00,,,,5.00,,,,1.00,,
2020-06-29,111.00,25.00,12.00,1.00,8.00,12.00,8.00,10.00,,,,5.00,,,,1.00,,
2020-06-30,113.00,26.00,12.00,1.00,8.00,12.00,8.00,9.00,,,,6.00,,,,1.00,,
2020-07-01,114.00,28.00,11.00,1.00,8.00,12.00,8.00,9.00,,,,6.00,,,,1.00,,
2020-07-02,114.00,25.00,11.00,1.00,8.00,12.00,8.00,9.00,,,,6.00,,,,1.00,,
2020-07-03,109.00,24.00,9.00,1.00,8.00,12.00,8.00,9.00,,,,6.00,,,,0.00,,
2020-07-04,109.00,24.00,9.00,1.00,8.00,12.00,8.00,9.00,,,,6.00,,,,0.00,,
2020-07-05,109.00,24.00,9.00,1.00,8.00,12.00,8.00,8.00,,,,6.00,,,,0.00,,
2020-07-06,110.00,24.00,9.00,1.00,8.00,12.00,8.00,8.00,,,,6.00,,,,0.00,,
2020-07-07,111.00,25.00,9.00,1.00,8.00,12.00,8.00,8.00,,,,6.00,,,,0.00,,
2020-07-08,109.00,21.00,9.00,2.00,8.00,12.00,8.00,8.00,,,,6.00,,,,0.00,,
2020-07-09,108.00,19.00,9.00,2.00,8.00,12.00,8.00,8.00,,,,6.00,,,,0.00,,
2020-07-10,107.00,18.00,9.00,2.00,7.00,10.00,7.00,8.00,,,,6.00,,,,0.00,,
2020-07-11,105.00,17.00,10.00,2.00,7.00,9.00,6.00,8.00,,,,6.00,,,,0.00,,
2020-07-12,104.00,17.00,10.00,2.00,7.00,10.00,6.00,7.00,,,,6.00,,,,0.00,,
2020-07-13,106.00,19.00,10.00,2.00,7.00,11.00,6.00,7.00,,,,6.00,,,,0.00,,
2020-07-14,110.00,20.00,10.00,2.00,7.00,12.00,6.00,7.00,,,,6.00,,,,0.00,,
2020-07-15,108.00,19.00,9.00,2.00,7.00,12.00,6.00,7.00,,,,6.00,,,,0.00,,
2020-07-16,110.00,20.00,9.00,2.00,7.00,12.00,7.00,7.00,,,,6.00,,,,0.00,,
2020-07-17,105.00,19.00,11.00,2.00,7.00,11.00,7.00,7.00,,,,6.00,,,,0.00,,
2020-07-18,102.00,19.00,11.00,2.00,7.00,10.00,7.00,7.00,,,,5.00,,,,0.00,,
2020-07-19,102.00,18.00,11.00,2.00,7.00,10.00,7.00,7.00,,,,5.00,,,,0.00,,
2020-07-20,103.00,18.00,11.00,2.00,7.00,10.00,7.00,7.00,,,,5.00,,,,0.00,,
2020-07-21,105.00,19.00,11.00,2.00,7.00,10.00,7.00,7.00,,,,4.00,,,,0.00,,
2020-07-22,104.00,20.00,11.00,2.00,7.00,11.00,7.00,7.00,,,,4.00,,,,0.00,,
2020-07-23,102.00,21.00,11.00,2.00,7.00,11.00,7.00,7.00,,,,4.00,,,,0.00,,
2020-07-24,103.00,21.00,11.00,2.00,8.00,11.00,7.00,7.00,,,,4.00,,,,0.00,,
2020-07-25,102.00,21.00,11.00,2.00,8.00,10.00,7.00,7.00,,,,3.00,,,,0.00,,
2020-07-26,101.00,21.00,11.00,2.00,8.00,10.00,7.00,7.00,,,,3.00,,,,0.00,,
2020-07-27,101.00,21.00,11.00,2.00,9.00,9.00,7.00,7.00,,,,5.00,,,,0.00,,
2020-07-28,104.00,23.00,12.00,2.00,9.00,9.00,7.00,7.00,,,,5.00,,,,0.00,,
2020-07-29,106.00,24.00,12.00,2.00,9.00,9.00,7.00,7.00,,,,5.00,,,,0.00,,
2020-07-30,103.00,24.00,12.00,2.00,9.00,11.00,7.00,7.00,,,,4.00,,,,0.00,,
2020-07-31,100.00,22.00,12.00,2.00,9.00,11.00,7.00,7.00,,,,4.00,,,,0.00,,
2020-08-01,97.00,22.00,12.00,2.00,9.00,11.00,7.00,7.00,,,,4.00,,,,0.00,,
2020-08-02,95.00,21.00,12.00,2.00,9.00,11.00,7.00,7.00,,,,4.00,,,,0.00,,
2020-08-03,97.00,22.00,12.00,2.00,9.00,11.00,7.00,7.00,,,,4.00,,,,0.00,,
2020-08-04,98.00,23.00,12.00,2.00,9.00,11.00,7.00,7.00,,,,4.00,,,,0.00,,
2020-08-05,97.00,23.00,12.00,2.00,10.00,11.00,7.00,7.00,,,,4.00,,,,0.00,,
2020-08-06,97.00,23.00,12.00,2.00,10.00,11.00,7.00,7.00,,,,5.00,,,,0.00,,
2020-08-07,96.00,23.00,10.00,2.00,10.00,11.00,7.00,7.00,,,,5.00,,,,0.00,,
2020-08-08,96.00,23.00,10.00,2.00,10.00,11.00,7.00,7.00,,,,5.00,,,,0.00,,
2020-08-09,96.00,24.00,10.00,2.00,10.00,11.00,7.00,7.00,,,,5.00,,,,0.00,,
2020-08-10,96.00,24.00,9.00,2.00,10.00,11.00,7.00,7.00,,,,5.00,,,,0.00,,
2020-08-11,97.00,24.00,9.00,2.00,10.00,13.00,7.00,7.00,,,,5.00,,,,0.00,,
2020-08-12,95.00,22.00,9.00,2.00,9.00,13.00,7.00,7.00,,,,5.00,,,,0.00,,
2020-08-13,92.00,21.00,9.00,2.00,9.00,15.00,7.00,7.00,,,,5.00,,,,0.00,,
2020-08-14,90.00,20.00,9.00,2.00,9.00,15.00,7.00,7.00,,,,5.00,,,,0.00,,
2020-08-15,87.00,19.00,9.00,2.00,9.00,15.00,7.00,7.00,,,,5.00,,,,0.00,,
2020-08-16,87.00,19.00,9.00,2.00,9.00,15.00,7.00,7.00,,,,5.00,,,,1.00,,
2020-08-17,87.00,19.00,10.00,2.00,9.00,15.00,7.00,8.00,,,,5.00,,,,1.00,,
2020-08-18,88.00,20.00,10.00,2.00,9.00,16.00,7.00,8.00,,,,5.00,,,,1.00,,
2020-08-19,90.00,21.00,10.00,2.00,9.00,17.00,7.00,7.00,,,,5.00,,,,1.00,,
2020-08-20,90.00,19.00,10.00,2.00,9.00,17.00,7.00,6.00,,,,5.00,,,,1.00,,
2020-08-21,89.00,18.00,10.00,2.00,9.00,17.00,7.00,6.00,,,,5.00,,,,1.00,,
2020-08-22,89.00,18.00,10.00,2.00,9.00,16.00,7.00,6.00,,,,5.00,,,,1.00,,
2020-08-23,89.00,18.00,9.00,2.00,8.00,16.00,7.00,6.00,,,,5.00,,,,1.00,,
2020-08-24,88.00,19.00,9.00,2.00,8.00,17.00,7.00,6.00,,,,5.00,,,,1.00,,
2020-08-25,89.00,21.00,9.00,2.00,8.00,17.00,7.00,7.00,,,,5.00,,,,1.00,,
2020-08-26,88.00,21.00,10.00,2.00,7.00,18.00,7.00,9.00,,,,4.00,,,,1.00,,
2020-08-27,91.00,22.00,10.00,2.00,7.00,18.00,7.00,9.00,,,,4.00,,,,1.00,,
2020-08-28,89.00,20.00,10.00,2.00,7.00,18.00,7.00,9.00,,,,4.00,,,,1.00,,
2020-08-29,87.00,21.00,10.00,2.00,7.00,18.00,7.00,9.00,,,,4.00,,,,1.00,,
2020-08-30,87.00,21.00,9.00,2.00,7.00,17.00,7.00,9.00,,,,3.00,,,,1.00,,
2020-08-31,87.00,21.00,10.00,2.00,7.00,17.00,8.00,9.00,,,,3.00,,,,1.00,,
2020-09-01,89.00,24.00,12.00,2.00,7.00,18.00,8.00,10.00,,,,3.00,,,,1.00,,
2020-09-02,87.00,23.00,13.00,2.00,7.00,19.00,8.00,10.00,,,,3.00,,,,1.00,,
2020-09-03,84.00,21.00,13.00,2.00,7.00,19.00,8.00,10.00,,,,3.00,,,,1.00,,
2020-09-04,85.00,20.00,13.00,1.00,6.00,19.00,8.00,10.00,,,,3.00,,,,1.00,,
2020-09-05,83.00,19.00,13.00,1.00,6.00,19.00,7.00,11.00,,,,3.00,,,,1.00,,
2020-09-06,82.00,19.00,13.00,1.00,6.00,19.00,7.00,11.00,,,,3.00,,,,1.00,,
2020-09-07,84.00,20.00,13.00,1.00,6.00,19.00,7.00,11.00,,,,4.00,,,,1.00,,
2020-09-08,86.00,21.00,14.00,2.00,6.00,19.00,8.00,11.00,,,,4.00,,,,1.00,,
2020-09-09,87.00,21.00,14.00,2.00,6.00,19.00,8.00,11.00,,,,5.00,,,,1.00,,
2020-09-10,87.00,22.00,14.00,2.00,6.00,17.00,8.00,11.00,,,,5.00,,,,1.00,,
2020-09-11,87.00,22.00,14.00,2.00,6.00,16.00,8.00,11.00,,,,5.00,,,,1.00,,
2020-09-12,88.00,22.00,14.00,2.00,6.00,15.00,8.00,11.00,,,,5.00,,,,1.00,,
2020-09-13,86.00,22.00,14.00,2.00,6.00,15.00,8.00,11.00,,,,5.00,,,,1.00,,
2020-09-14,89.00,24.00,14.00,3.00,8.00,15.00,8.00,11.00,1.00,,,5.00,,,,1.00,,
2020-09-15,91.00,26.00,14.00,4.00,8.00,15.00,8.00,11.00,1.00,,,5.00,,,,1.00,,
2020-09-16,91.00,27.00,14.00,4.00,8.00,15.00,8.00,10.00,1.00,,,5.00,,,,1.00,,
2020-09-17,91.00,27.00,14.00,4.00,8.00,15.00,8.00,10.00,1.00,,,5.00,,,,1.00,,
2020-09-18,92.00,27.00,14.00,5.00,8.00,15.00,8.00,10.00,1.00,,,5.00,,,,1.00,,
2020-09-19,90.00,27.00,14.00,5.00,8.00,15.00,7.00,10.00,1.00,,,5.00,,,,1.00,,
2020-09-20,88.00,27.00,14.00,5.00,8.00,15.00,7.00,10.00,1.00,,,5.00,,,,1.00,,
2020-09-21,89.00,28.00,14.00,6.00,9.00,15.00,7.00,10.00,2.00,,,5.00,,,,1.00,,
2020-09-22,89.00,30.00,15.00,6.00,9.00,15.00,7.00,10.00,2.00,,,5.00,,,,1.00,,
2020-09-23,91.00,29.00,15.00,6.00,9.00,14.00,7.00,10.00,2.00,,,5.00,,,,1.00,,
2020-09-24,93.00,28.00,15.00,6.00,9.00,15.00,7.00,10.00,2.00,,,5.00,,,,1.00,,
2020-09-25,93.00,28.00,15.00,6.00,9.00,17.00,7.00,8.00,2.00,,,5.00,,,,1.00,,
2020-09-26,90.00,26.00,15.00,6.00,9.00,16.00,7.00,8.00,2.00,,,5.00,,,,1.00,,
2020-09-27,90.00,26.00,15.00,6.00,9.00,16.00,7.00,8.00,2.00,,,5.00,,,,1.00,,
2020-09-28,96.00,29.00,15.00,6.00,9.00,16.00,7.00,8.00,2.00,,,6.00,,,,1.00,,
2020-09-29,97.00,29.00,15.00,6.00,9.00,16.00,8.00,8.00,2.00,,,6.00,,,,1.00,,
2020-09-30,97.00,28.00,15.00,6.00,9.00,16.00,8.00,8.00,2.00,,,6.00,,,,1.00,,
2020-10-01,95.00,25.00,15.00,6.00,9.00,15.00,7.00,7.00,2.00,,,6.00,,,,2.00,,
2020-10-02,95.00,25.00,15.00,6.00,9.00,16.00,7.00,6.00,2.00,,,6.00,,,,2.00,,
2020-10-03,94.00,25.00,15.00,6.00,9.00,16.00,7.00,6.00,2.00,,,6.00,,,,2.00,,
2020-10-04,92.00,25.00,16.00,6.00,9.00,16.00,7.00,6.00,2.00,,,6.00,,,,2.00,,
2020-10-05,94.00,26.00,16.00,6.00,9.00,16.00,7.00,6.00,2.00,,,6.00,,,,2.00,,
2020-10-06,96.00,27.00,16.00,6.00,9.00,16.00,8.00,6.00,2.00,,,6.00,,,,2.00,,
2020-10-07,98.00,27.00,16.00,7.00,9.00,16.00,8.00,6.00,2.00,,,6.00,,,,2.00,,
2020-10-08,99.00,27.00,17.00,7.00,9.00,17.00,8.00,5.00,2.00,,,5.00,,,,1.00,,
2020-10-09,97.00,27.00,17.00,7.00,9.00,17.00,8.00,5.00,2.00,,,5.00,,,,1.00,,
2020-10-10,97.00,27.00,16.00,7.00,10.00,17.00,8.00,5.00,3.00,,,5.00,,,,1.00,,
2020-10-11,96.00,27.00,16.00,7.00,10.00,16.00,8.00,5.00,3.00,,,5.00,,,,1.00,,
2020-10-12,96.00,28.00,16.00,7.00,11.00,16.00,8.00,5.00,4.00,,,5.00,,,,1.00,,
2020-10-13,95.00,29.00,17.00,7.00,12.00,16.00,8.00,5.00,5.00,,,5.00,,,,1.00,,
2020-10-14,91.00,28.00,18.00,7.00,12.00,17.00,8.00,5.00,5.00,,,5.00,,,,1.00,,
2020-10-15,89.00,25.00,19.00,7.00,12.00,17.00,8.00,5.00,5.00,,,5.00,,,,1.00,,
2020-10-16,88.00,24.00,19.00,7.00,12.00,17.00,8.00,5.00,5.00,,,6.00,,,,1.00,,
2020-10-17,88.00,24.00,19.00,7.00,11.00,17.00,8.00,4.00,5.00,,,6.00,,,,1.00,,
2020-10-18,88.00,24.00,19.00,7.00,11.00,17.00,8.00,4.00,5.00,,,6.00,,,,1.00,,
2020-10-19,89.00,24.00,19.00,7.00,11.00,17.00,8.00,4.00,5.00,,,6.00,,,,1.00,,
2020-10-20,88.00,24.00,19.00,7.00,11.00,17.00,8.00,4.00,5.00,,,6.00,,,,1.00,,
2020-10-21,92.00,27.00,19.00,7.00,11.00,17.00,7.00,4.00,5.00,,,6.00,,,,1.00,,
2020-10-22,92.00,26.00,19.00,7.00,11.00,17.00,7.00,4.00,5.00,,,6.00,,,,1.00,,
2020-10-23,94.00,26.00,19.00,7.00,11.00,17.00,7.00,4.00,5.00,,,6.00,,,,1.00,,
2020-10-24,91.00,26.00,19.00,7.00,11.00,16.00,7.00,4.00,5.00,,,6.00,,,,1.00,,
2020-10-25,90.00,26.00,19.00,7.00,11.00,16.00,7.00,4.00,5.00,,,6.00,,,,1.00,,
2020-10-26,91.00,28.00,20.00,7.00,11.00,16.00,7.00,4.00,5.00,,,6.00,,,,1.00,,
2020-10-27,90.00,28.00,20.00,7.00,11.00,17.00,7.00,4.00,5.00,,,6.00,,,,1.00,,
2020-10-28,87.00,27.00,20.00,7.00,11.00,17.00,7.00,3.00,5.00,,,5.00,,,,1.00,,
2020-10-29,86.00,27.00,20.00,7.00,11.00,17.00,7.00,3.00,5.00,,,5.00,,,,1.00,,
2020-10-30,89.00,27.00,19.00,7.00,11.00,18.00,7.00,3.00,5.00,,,5.00,,,,1.00,,
2020-10-31,87.00,26.00,18.00,7.00,11.00,18.00,7.00,3.00,5.00,,,5.00,,,,1.00,,
2020-11-01,87.00,26.00,18.00,7.00,11.00,17.00,7.00,3.00,5.00,,,5.00,,,,1.00,,
2020-11-02,89.00,26.00,18.00,7.00,11.00,18.00,7.00,3.00,5.00,,,5.00,,,,1.00,,
2020-11-03,89.00,26.00,18.00,7.00,11.00,18.00,7.00,3.00,5.00,,,5.00,,,,1.00,,
2020-11-04,91.00,26.00,18.00,6.00,11.00,19.00,7.00,3.00,5.00,,,5.00,,,,1.00,,
2020-11-05,89.00,25.00,19.00,6.00,11.00,19.00,7.00,3.00,5.00,,,5.00,,,,1.00,,
2020-11-06,87.00,25.00,18.00,6.00,11.00,20.00,7.00,3.00,5.00,,,5.00,,,,0.00,,
2020-11-07,86.00,24.00,18.00,6.00,11.00,19.00,7.00,3.00,5.00,,,5.00,,,,0.00,,
2020-11-08,88.00,24.00,17.00,6.00,11.00,18.00,7.00,3.00,5.00,,,5.00,,,,0.00,,
2020-11-09,92.00,24.00,18.00,6.00,11.00,20.00,7.00,3.00,5.00,,,5.00,,,,0.00,,
2020-11-10,92.00,24.00,19.00,6.00,11.00,20.00,7.00,3.00,5.00,,,5.00,,,,0.00,,
2020-11-11,94.00,27.00,19.00,7.00,12.00,20.00,7.00,3.00,6.00,,,5.00,,,,0.00,,
2020-11-12,90.00,24.00,18.00,8.00,12.00,20.00,7.00,3.00,6.00,,,5.00,,,,0.00,,
2020-11-13,91.00,26.00,19.00,8.00,12.00,20.00,7.00,3.00,6.00,,,5.00,,,,0.00,,
2020-11-14,91.00,26.00,18.00,8.00,12.00,20.00,7.00,3.00,6.00,,,5.00,,,,0.00,,
2020-11-15,91.00,26.00,18.00,8.00,12.00,20.00,7.00,3.00,6.00,,,4.00,,,,0.00,,
2020-11-16,92.00,27.00,18.00,8.00,12.00,20.00,7.00,3.00,6.00,,,4.00,,,,0.00,,
2020-11-17,92.00,30.00,18.00,8.00,12.00,20.00,7.00,3.00,6.00,,,3.00,,,,0.00,,
2020-11-18,93.00,30.00,18.00,8.00,12.00,20.00,7.00,3.00,6.00,,,3.00,,,,0.00,,
2020-11-19,96.00,30.00,18.00,9.00,12.00,21.00,7.00,3.00,6.00,,,3.00,,,,0.00,,
2020-11-20,94.00,27.00,19.00,9.00,12.00,21.00,7.00,3.00,6.00,,,3.00,,,,0.00,,
2020-11-21,94.00,26.00,18.00,9.00,11.00,21.00,7.00,3.00,5.00,,,3.00,,,,0.00,,
2020-11-22,93.00,26.00,18.00,9.00,11.00,21.00,7.00,3.00,5.00,,,2.00,,,,1.00,,
2020-11-23,94.00,28.00,18.00,9.00,12.00,21.00,7.00,3.00,6.00,,,2.00,,,,1.00,,
2020-11-24,95.00,29.00,20.00,9.00,12.00,21.00,7.00,3.00,6.00,,,2.00,,,,1.00,,
2020-11-25,95.00,32.00,20.00,9.00,12.00,21.00,7.00,3.00,7.00,,,2.00,,,,1.00,,
2020-11-26,95.00,31.00,20.00,9.00,12.00,21.00,7.00,3.00,7.00,,,2.00,,,,1.00,,
2020-11-27,96.00,32.00,20.00,9.00,12.00,21.00,7.00,3.00,7.00,,,2.00,,,,1.00,,
2020-11-28,96.00,32.00,18.00,9.00,12.00,21.00,7.00,3.00,7.00,,,2.00,,,,1.00,,
2020-11-29,95.00,33.00,18.00,9.00,12.00,21.00,7.00,3.00,7.00,,,2.00,,,,1.00,,
2020-11-30,96.00,34.00,18.00,9.00,12.00,21.00,7.00,3.00,7.00,,,2.00,,,,1.00,,
2020-12-01,97.00,35.00,18.00,10.00,13.00,21.00,7.00,3.00,8.00,,,2.00,,,,2.00,,
2020-12-02,98.00,35.00,18.00,10.00,13.00,21.00,7.00,4.00,8.00,,,2.00,,,,2.00,,
2020-12-03,100.00,35.00,19.00,10.00,13.00,20.00,7.00,4.00,8.00,,,2.00,,,,2.00,,
2020-12-04,99.00,35.00,19.00,10.00,13.00,19.00,7.00,4.00,8.00,,,2.00,,,,2.00,,
2020-12-05,97.00,35.00,19.00,10.00,13.00,19.00,7.00,4.00,8.00,,,2.00,,,,2.00,,
2020-12-06,98.00,35.00,19.00,10.00,13.00,18.00,7.00,4.00,8.00,,,1.00,,,,2.00,,
2020-12-07,101.00,35.00,19.00,10.00,13.00,18.00,7.00,4.00,8.00,,,1.00,,,,2.00,,
2020-12-08,103.00,37.00,19.00,10.00,13.00,18.00,7.00,4.00,8.00,,,1.00,,,,2.00,,
2020-12-09,100.00,37.00,20.00,10.00,13.00,18.00,7.00,4.00,8.00,,,1.00,,,,2.00,,
2020-12-10,99.00,37.00,20.00,10.00,13.00,19.00,7.00,4.00,8.00,,,1.00,,,,2.00,,
2020-12-11,98.00,36.00,20.00,9.00,14.00,18.00,7.00,4.00,7.00,,,1.00,,,,2.00,,
2020-12-12,98.00,38.00,20.00,9.00,14.00,18.00,7.00,4.00,7.00,,,1.00,,,,2.00,,
2020-12-13,97.00,37.00,19.00,9.00,14.00,19.00,7.00,4.00,7.00,,,1.00,,,,2.00,,
2020-12-14,97.00,39.00,19.00,9.00,14.00,20.00,7.00,4.00,7.00,,,1.00,,,,2.00,,
2020-12-15,98.00,39.00,20.00,9.00,14.00,21.00,7.00,4.00,7.00,,,1.00,,,,2.00,,
2020-12-16,98.00,39.00,21.00,9.00,14.00,21.00,7.00,4.00,7.00,,,1.00,,,,2.00,,
2020-12-17,98.00,36.00,21.00,9.00,14.00,20.00,7.00,4.00,7.00,,,2.00,,,,2.00,,
2020-12-18,97.00,36.00,22.00,9.00,14.00,20.00,7.00,4.00,7.00,,,2.00,,,,2.00,,
2020-12-19,93.00,35.00,22.00,9.00,14.00,20.00,7.00,4.00,7.00,,,2.00,,,,2.00,,
2020-12-20,91.00,35.00,21.00,9.00,14.00,20.00,6.00,4.00,7.00,,,2.00,,,,2.00,,
2020-12-21,92.00,36.00,21.00,9.00,14.00,20.00,7.00,4.00,7.00,,,2.00,,,,2.00,,
2020-12-22,93.00,37.00,23.00,9.00,14.00,20.00,7.00,4.00,7.00,,,2.00,,,,2.00,,
2020-12-23,93.00,38.00,23.00,9.00,14.00,20.00,7.00,4.00,7.00,,,3.00,,,,2.00,,
2020-12-24,92.00,37.00,23.00,9.00,14.00,20.00,7.00,4.00,7.00,,,4.00,,,,1.00,,
2020-12-25,91.00,35.00,23.00,9.00,14.00,21.00,7.00,4.00,7.00,,,4.00,,,,1.00,,
2020-12-26,91.00,35.00,23.00,9.00,14.00,21.00,7.00,4.00,7.00,,,4.00,,,,1.00,,
2020-12-27,89.00,39.00,24.00,9.00,14.00,21.00,7.00,4.00,7.00,,,4.00,,,,1.00,,
2020-12-28,89.00,39.00,24.00,9.00,14.00,21.00,7.00,4.00,7.00,,,4.00,,,,1.00,,
2020-12-29,88.00,38.00,24.00,9.00,14.00,21.00,7.00,4.00,7.00,,,5.00,,,,1.00,,
2020-12-30,88.00,37.00,24.00,9.00,14.00,21.00,8.00,4.00,7.00,,,5.00,,,,1.00,,
2020-12-31,88.00,37.00,24.00,9.00,14.00,21.00,8.00,4.00,6.00,,,5.00,,,,1.00,,
2021-01-01,87.00,37.00,24.00,9.00,14.00,21.00,8.00,3.00,6.00,,,5.00,,,,1.00,,
2021-01-02,84.00,37.00,24.00,9.00,14.00,20.00,8.00,3.00,6.00,,,5.00,,,,1.00,,
2021-01-03,84.00,36.00,24.00,9.00,14.00,21.00,8.00,3.00,6.00,,,5.00,,,,1.00,,
2021-01-04,85.00,38.00,24.00,9.00,14.00,21.00,8.00,3.00,6.00,,,5.00,,,,2.00,,
2021-01-05,86.00,39.00,24.00,9.00,14.00,22.00,8.00,4.00,6.00,,,6.00,,,,2.00,,
2021-01-06,85.00,39.00,24.00,9.00,14.00,22.00,8.00,4.00,6.00,,,6.00,,,,3.00,,
2021-01-07,86.00,38.00,23.00,10.00,15.00,22.00,8.00,5.00,7.00,,,6.00,,,,3.00,,
2021-01-08,85.00,38.00,22.00,10.00,15.00,22.00,8.00,5.00,7.00,,,6.00,,,,3.00,,
2021-01-09,85.00,39.00,22.00,10.00,14.00,22.00,8.00,5.00,7.00,,,6.00,,,,3.00,,
2021-01-10,82.00,36.00,22.00,10.00,12.00,22.00,8.00,5.00,7.00,,,6.00,,,,3.00,,
2021-01-11,83.00,34.00,22.00,10.00,12.00,22.00,8.00,5.00,7.00,,,6.00,,,,3.00,,
2021-01-12,84.00,35.00,22.00,10.00,13.00,22.00,8.00,5.00,7.00,,,6.00,,,,3.00,,
2021-01-13,85.00,33.00,22.00,9.00,13.00,23.00,8.00,5.00,7.00,,,6.00,,,,3.00,,
2021-01-14,85.00,32.00,21.00,9.00,13.00,24.00,8.00,4.00,7.00,,,6.00,,,,3.00,,
2021-01-15,83.00,32.00,21.00,9.00,13.00,24.00,8.00,4.00,7.00,,,7.00,,,,3.00,,
2021-01-16,78.00,31.00,21.00,8.00,12.00,23.00,8.00,4.00,6.00,,,6.00,,,,4.00,,
2021-01-17,78.00,32.00,20.00,8.00,11.00,24.00,8.00,5.00,6.00,,,6.00,,,,4.00,,
2021-01-18,78.00,32.00,20.00,8.00,11.00,24.00,8.00,6.00,6.00,,,7.00,,,,4.00,,
2021-01-19,78.00,33.00,20.00,8.00,12.00,25.00,8.00,6.00,6.00,,,7.00,,,,4.00,,
2021-01-20,81.00,33.00,22.00,8.00,12.00,25.00,8.00,6.00,6.00,,,8.00,,,,4.00,,
2021-01-21,79.00,33.00,21.00,8.00,12.00,25.00,8.00,7.00,6.00,,,8.00,,,,4.00,,
2021-01-22,77.00,34.00,21.00,8.00,12.00,25.00,8.00,7.00,6.00,,,7.00,,,,4.00,,
2021-01-23,77.00,35.00,21.00,9.00,12.00,25.00,8.00,7.00,6.00,,,6.00,,,,4.00,,
2021-01-24,77.00,35.00,21.00,9.00,12.00,24.00,8.00,7.00,6.00,,,6.00,,,,4.00,,
2021-01-25,78.00,34.00,20.00,9.00,12.00,24.00,8.00,7.00,6.00,,,6.00,,,,4.00,,
2021-01-26,81.00,34.00,20.00,9.00,12.00,24.00,8.00,7.00,6.00,,,7.00,,,,4.00,,
2021-01-27,83.00,35.00,20.00,9.00,12.00,25.00,9.00,7.00,6.00,,,9.00,,,,4.00,,
2021-01-28,83.00,35.00,19.00,10.00,12.00,25.00,9.00,7.00,6.00,,,9.00,,,,4.00,,
2021-01-29,85.00,35.00,19.00,10.00,13.00,25.00,11.00,7.00,6.00,,,9.00,,,,4.00,,
2021-01-30,86.00,35.00,19.00,10.00,13.00,25.00,11.00,7.00,6.00,,,9.00,,,,4.00,,
2021-01-31,86.00,35.00,19.00,10.00,13.00,25.00,11.00,7.00,6.00,,,9.00,,,,4.00,,
2021-02-01,85.00,35.00,19.00,10.00,13.00,23.00,11.00,7.00,6.00,,,9.00,,,,4.00,,
2021-02-02,86.00,36.00,19.00,11.00,14.00,21.00,11.00,7.00,6.00,,,9.00,,,,4.00,,
2021-02-03,87.00,34.00,21.00,12.00,14.00,21.00,12.00,7.00,6.00,,,9.00,,,,4.00,,
2021-02-04,86.00,32.00,21.00,12.00,14.00,20.00,12.00,6.00,6.00,,,8.00,,,,4.00,,
