Date,Uniswap ($),1inch ($),Curve ($),SushiSwap ($),0x ($),DODO ($),Trader Joe ($),PancakeSwap ($),Balancer ($),QuickSwap ($),ParaSwap ($),CoW Protocol ($),KyberSwap ($),Osmosis ($),Maverick Protocol ($),Camelot ($),Thena ($),Uniswap Labs ($),Ramses Exchange ($),Lighter ($)
8/20/2022,1505807918,330271732.4,232694004.8,37776344.05,85981894.79,291880322.4,16233317.96,0,29790716.34,14881369.76,21296057.36,20433125.67,9771283.11,11514840,0,0,0,0,0,0
8/21/2022,1274197712,316705944.2,332683974.1,34008597.6,68446981.17,185230266.6,13079192.21,0,30292049.02,12668583.42,24783577.2,22685324.05,8728227.98,8216583,0,0,0,0,0,0
8/22/2022,1391442379,279384334.6,312945125.7,44500550.11,78362936.05,228761576.6,18398267.52,0,32410066.4,14556226.53,21434761.19,24203615.45,19939970.02,11736398,0,0,0,0,0,0
8/23/2022,1725708143,306752813.4,371927824.2,51555698.78,76930938.92,194067994.9,13897503.37,0,39869858.99,12453528.31,28206083.78,35171526.96,17110044.93,15260066,0,0,0,0,0,0
8/24/2022,1188977183,296572114.8,325996294,38645395.37,78672514.13,170646461.6,11205607.9,0,50071087.66,12384674.08,18108208.81,20384545.79,13804586.45,23036379,0,0,0,0,0,0
8/25/2022,946824250.4,284752294.5,333139047.2,34024249.42,59823007.84,140093427.9,9878245.93,0,73889735.53,9508266.35,22669726.42,44785166.98,19919403.18,21228500,0,0,0,0,0,0
8/26/2022,1610487851,300039921.5,268608167.8,53543333.38,90957837.9,226414797.7,19428201.94,0,49819238.17,18399439.94,41283704.63,53287328.12,17412530.37,21910089,0,0,0,0,0,0
8/27/2022,1138956583,198775636.2,94117670.94,34064077.69,48177994.41,217296828.7,15022122.88,0,45121532.83,14727550.61,23854942.76,11316116.38,27689381.79,11661807,0,0,0,0,0,0
8/28/2022,1024861810,322963199.6,219340930.6,25166786.52,47279961.28,180255124.1,17997349.65,0,36706364.73,10304306.3,22863167.07,58188399.06,27272089.01,7737327,0,0,0,0,0,0
8/29/2022,1303867866,297713522.2,220109240.9,40625825.03,81834581.31,225034194.5,21371146.91,0,109419170.1,17390710.86,38616950.15,25950451.25,24320567.58,12551008,0,0,0,0,0,0
8/30/2022,1557622562,252658510.5,194753452.3,46304069.79,76867245.41,259707653.8,20776658.55,0,99245606.31,16416518.95,31315778.6,31164040.76,54873448.62,13534470,0,0,0,0,0,0
8/31/2022,1715961697,254531009.7,250103627.8,44872126.51,62757171.25,203541758.8,13776342.36,0,54396720.34,15812974.91,21912043.17,19061667.34,10328297.22,13173686,0,0,0,0,0,0
9/1/2022,1347384709,198545784.6,226136608.6,41857272.55,58580104.72,170657930.8,10655908.69,0,49417433.03,16991410.1,33905901.7,15870335.21,14496109.72,16272469,0,0,0,0,0,0
9/2/2022,1418562806,305053389.9,155762122.3,39282346.13,118336409.9,218297481.3,10556662.66,0,43257708.13,14175803.12,36713485.64,59427806.67,10656823.37,14208581,0,0,0,0,0,0
9/3/2022,715096436.2,125176309.5,305838857.2,18296763.95,25163580.4,102036668.2,5727599.89,0,15197305.29,9383984.43,12982870.91,6628957.42,8951738.88,10598003,0,0,0,0,0,0
9/4/2022,700900556,330340383.9,309503517.2,18850653.19,37108164.67,156379448.3,6354015.22,0,24367925.93,9358944.81,11759347.24,11364408.79,4480054.14,8377579,0,0,0,0,0,0
9/5/2022,946106299.7,239690323.7,213876118.3,35721994.13,45257528.33,164703015.1,7730601.71,0,18462025.34,12287480.82,24785627.94,10147680.9,11034159.86,10847627,0,0,0,0,0,0
9/6/2022,1632615250,416336946.2,259410826.7,55775414.87,108068188.5,299563529.6,34295900.73,0,80887063.38,16837683.19,41397280.67,35361851.47,9995081.86,15682215,0,0,0,0,0,0
9/7/2022,1564095541,401532331.9,238317357.1,50428696.68,83867685.26,271311912.3,12189130.4,0,53936924.37,15296514.57,46288497.98,33723373.98,10496584.92,16104123,0,0,0,0,0,0
9/8/2022,1193511744,250842493.2,188441227.6,39956407.79,69222655,245785524,11294933.96,0,48034681.57,11981164.3,34588253.22,21866743.73,11405302.31,20367855,0,0,0,0,0,0
9/9/2022,1317385240,340235090.8,220382772.4,43208041.67,83377868.46,134517490.6,15055622.01,0,53476929.39,14419510.41,39215708.48,46213394.4,12213847.93,38048103,0,0,0,0,0,0
9/10/2022,962944484,223114288.9,160603600.7,27247264.21,65891472.24,172340232.6,10333376.4,0,29037673.03,11521843.01,18597987.6,16449901.22,12428396.96,19992426,0,0,0,0,0,0
9/11/2022,847152503.9,157932804,196494663.3,30975434.64,50298218.56,164632032.8,8473238.01,0,21951177.69,10037109.63,14274637.57,13730627.27,9774256.37,17696906,0,0,0,0,0,0
9/12/2022,1269301170,247586500,282353597,37151387.22,83242817.01,180689517.4,20614685.98,0,54799072.28,17510289.12,31340399.38,26847948.1,16236050.74,22661664,0,0,0,0,0,0
9/13/2022,2024157242,329126550,294315140.5,54942384.82,102136320.3,250818612.8,21085036.97,0,146754888.5,21257270.62,43689257.63,30575398.24,22953917.37,26651155,0,0,0,0,0,0
9/14/2022,1407736211,534585983.2,355206097.6,32099327.61,77987620.23,305277347.1,12148037.66,0,115135877.3,12389759.5,30087819.66,18320225.76,11352877.92,20630902,0,0,0,0,0,0
9/15/2022,1721029979,504962592.3,322794636.2,49580918.42,121831437.2,236576856.8,12714052.51,0,71954530.96,17543494.27,49050067.34,37440162.49,13663645,28848920,0,0,0,0,0,0
9/16/2022,1064989867,265342104.6,196356556.7,37727451.73,65121747.3,156640537.3,11903244.05,0,35469210.43,14161114.98,44042705.96,23221763.04,12727195.74,23504602,0,0,0,0,0,0
9/17/2022,594813421.4,137128127,113258225.5,29547297.28,39496828.76,113229282,14660504.47,0,22413185.62,8842059.76,15535241.54,20433575.86,8069840.05,14530165,0,0,0,0,0,0
9/18/2022,768080735.9,253519938.1,161131359,30998704.48,50028962.1,163624528.5,19162164.73,0,21008340.2,15629573.01,31349436.04,14026530.99,14538701.93,15973873,0,0,0,0,0,0
9/19/2022,1228478509,260669262.8,191728510.9,40744178.45,77315194.62,233506177.3,17473852.1,0,98425487.01,15824589.59,33969167.02,21315510.49,13008694.88,24620846,0,0,0,0,0,0
9/20/2022,1060142023,368040101.6,205871241.2,31835730.85,49422060.13,203691977.8,8398672.75,0,37826703.34,11716548.84,30114375.95,22070282.28,10766542.36,22183891,0,0,0,0,0,0
9/21/2022,1408603825,226482244.8,226002977.1,47945405.28,74236804.26,122549560.9,16156107.63,0,50019623,23569257.84,38497472.06,23039799.64,16012913.69,25930377,0,0,0,0,0,0
9/22/2022,1112819161,258054608.8,209502596.2,33272392.08,46636256.54,134058774.5,8637992.71,0,51248234.93,14064296.92,33971557.49,27972388.55,15440343.08,18306014,0,0,0,0,0,0
9/23/2022,1206223308,308044372.4,231822136.7,35480104.81,47183947.51,125581101,9440955.54,0,50534569.91,15871387.74,23673557.66,20381911.22,23333061.42,18391973,0,0,0,0,0,0
9/24/2022,690600772.4,100013015.5,161805372.6,19482523.36,22884188.7,158011281.7,8864042.93,0,26615080.1,11829373.61,10523768.03,10524561.42,10753462.59,10559042,0,0,0,0,0,0
9/25/2022,574933453.9,87333747.6,121816193.1,19676392.99,21583825.15,116081018.5,5895053.74,0,21442733.08,7818576.5,22641639.56,5479706.87,10257129.17,13615824,0,0,0,0,0,0
9/26/2022,985231243.2,137412351.2,190014784.1,26239322.93,54441773.49,100953425.1,7257143.54,0,83989104.55,11570599.25,23897300.78,17891637.67,14510821.24,18455708,0,0,0,0,0,0
9/27/2022,1163294965,185567666.9,206721962.6,29192434.46,63721257.76,205257878.3,9195317.25,1028241.52,41186433.94,13135023.79,20718943.38,27590077.3,19381962.2,15970484,0,0,0,0,0,0
9/28/2022,1316924803,219511510.1,214483654.1,31301846.71,43006968.63,151438488.3,7767514.71,299200.85,46537281.88,13767088.78,32113997.67,17476212.13,18848932.36,17440876,0,0,0,0,0,0
9/29/2022,1065640436,191949543.2,237630365.2,23643599.16,31691365.61,131053327.5,6325874.89,49705.79,25207459.26,15173075.98,27225943.78,25488337.13,17399165.67,13333366,0,0,0,0,0,0
9/30/2022,1292675790,191072652.5,218082549.4,20809334.85,33131890.33,185406720.4,8213871.77,100145.99,72280027.97,14788131.42,22259300.16,14849746.03,25774549.3,11697909,0,0,0,0,0,0
10/1/2022,601822353.7,96540093.67,122902404.4,17342690.34,19778866.7,167362776.6,4932591.62,22637.33,176146842.9,10107533.16,10228551.12,8989769.7,16692432.38,9079073,0,0,0,0,0,0
10/2/2022,586603679.4,87580215.44,82097416.31,17144528.69,30675008.55,140673339.8,5161105.86,19571.26,24922544.85,14936440.23,25297759.11,9181228.85,10139413.15,8239387,0,0,0,0,0,0
10/3/2022,968227255.3,189436273.1,287159725.7,22850689.49,35684237.86,190217826.4,7998057.52,10730.85,237442648.8,18654954.15,35501101.89,16066985.73,15715535.31,6900489,0,0,0,0,0,0
10/4/2022,877085004.7,223716789.1,148287204.4,24489945.64,35586736.26,120167299.9,5871593.36,47314.61,45889088,15113333.08,22915514.61,15884235.24,13712207.27,11668511,0,0,0,0,0,0
10/5/2022,935801770.6,228211880.5,153718144.8,24861178.6,35836097.21,117571993.6,19509340.63,36896.28,33955677.48,17095075.33,17096350.72,22917973.95,20283363.79,9956192,0,0,0,0,0,0
10/6/2022,1155487862,208215626.7,239288696.1,23502041.14,31236189.07,185884420.4,11090366.93,18458.44,35114502.84,16305773.33,19948687.5,23748594.66,16072974.5,10179930,0,0,0,0,0,0
10/7/2022,712581449,198028029.8,253756519.6,19997440.39,28876193.7,105112915.2,4769289.62,68481.06,42654395.81,13138764.84,29944099.26,14106525.58,17272105.15,12355303,0,0,0,0,0,0
10/8/2022,359911918.2,60899181.64,69242598.13,11321132.28,17048577.26,95753938.44,4223279.87,25792.95,14319994.63,10031792.83,20464089.33,4713993.54,13510735.48,8605571,0,0,0,0,0,0
10/9/2022,365134695.9,64000647.05,81713486.81,9959322.6,12268134.66,76574294.27,3732935.28,65311.03,13950718.9,12318331.12,14864743.93,3911733.78,16897939.56,5847982,0,0,0,0,0,0
10/10/2022,647133497,164703934.9,134918358.8,20885479.28,25121383.57,113983343.9,6174840.8,203940.93,17986897.64,15387133.91,22515256.05,16569607.95,17599279.41,12182304,0,0,0,0,0,0
10/11/2022,762606298.2,264440826.2,167792372.3,18725308.55,33058933.57,125194265.2,8680159.83,249363.76,73575798.08,15709864.48,17454343.46,12446555.02,19825374.35,22129140,0,0,0,0,0,0
10/12/2022,444647328.3,99286168.22,143457667.9,20319425.86,24828726.21,74152379.68,4596802.65,185512.62,11000415.22,12407272.46,17891997.37,27762801.21,17456339.12,15251528,0,0,0,0,0,0
10/13/2022,1203497620,242772806.9,197267284.7,41494567.42,47173885.94,196174264.8,14754352.48,472784.62,54310841.63,26527181.63,23693539.13,21570670.18,21274825.76,22237488,0,0,0,0,0,0
10/14/2022,1073328182,168638021.2,114077548.1,22187972.04,33148627.01,280819757.3,6684711.43,309453.45,41932197.21,14260263.92,21724818.59,20084448.77,23998734.15,18413229,0,0,0,0,0,0
10/15/2022,509364493.1,113145138.9,57000600.14,13642173.45,20370744.02,96352626.22,3174261.81,79507.04,23751299.58,11277463.45,10669555.27,5538244.88,11003878.19,8001397,0,0,0,0,0,0
10/16/2022,457358059.4,95481944.13,70061763.87,17291236.65,16543996.09,79934251.26,4354854.68,183861.24,9804388.67,17941531.1,10441695.05,10183824.83,12289443.56,6124074,0,0,0,0,0,0
10/17/2022,941999771.5,310093861.1,181281756.1,21889398.47,48995020.31,176055004.8,6672075.05,113000.48,61661386.48,15136489.88,18233829.07,61297354.25,15761222.36,10692993,0,0,0,0,0,0
10/18/2022,897239872.5,209363832.1,145447546.5,18879152.31,31952643.97,160683539.5,5390497.02,196388.7,36406586.49,16134018.8,33869697.6,28744678.03,23451396.95,11980924,0,0,0,0,0,0
10/19/2022,680865605.9,197035821.4,152043150.7,16597142.69,44774355.85,144559347.1,4775131.22,96545.47,54541960.23,13159540.56,48167606.59,38505406.92,19143855.49,10285080,0,0,0,0,0,0
10/20/2022,672441811.6,148017427.3,78310135.31,18082814.74,32245320.37,157691765.4,5159123.02,154146.49,48544019.6,11870259.89,83840901.35,27744360.57,17908117.64,8932449,0,0,0,0,0,0
10/21/2022,887234154.1,318132905.9,177239139.4,16335879.2,51452145.13,117884372.5,7636820.19,292742.22,103256637.2,14877954.7,22432253.47,63575772.25,29261553.17,10647007,0,0,0,0,0,0
10/22/2022,425266011.1,137849220.8,49965525.79,19714634.65,19332321.68,82695867.21,4752431.55,77659.17,22776508.39,10754460.98,15204390.54,6991113.84,13585279.6,8628793,0,0,0,0,0,0
10/23/2022,662980503.2,196021799.8,127449059,19857710.62,28168501.54,76660249.49,7017663.99,158800.96,37155795.46,16890234.82,18133254.37,34284298.23,16161195.69,7137078,0,0,0,0,0,0
10/24/2022,934580236.3,193722603.1,120038752.2,19360364.02,36311608.28,243159989.9,4846576.66,214974.23,67164170.73,24729030.37,20873235.84,16646413.65,19215071.06,10146734,0,0,0,0,0,0
10/25/2022,1879553522,298573339.2,263099240.1,42727923.64,74489501.88,219476082.6,15761462.82,630928.64,90286093.28,35288313.7,33228485.54,53845334.85,25868275.52,13821914,0,0,0,0,0,0
10/26/2022,1834275112,230838958.3,214667336.7,53769241.87,68203615.79,213166154.1,14353734.7,556944.39,84178928.13,26622894.87,38648781.79,27795453.57,26708128.85,11398107,0,0,0,0,0,0
10/27/2022,1509265819,178439953.3,201228566.1,36500983.46,47775690.39,224100004.3,11230089.28,357329.66,87107515.12,19098153.1,27129627.75,25167414.06,36053955.64,32183074,0,0,0,0,0,0
10/28/2022,1478761015,211293492.9,88045868.37,38713271.86,54799328.46,276076918.7,10669320.87,344451.28,68786123.84,20797612.32,37992093.13,24087260.04,26552884.44,68373802,0,0,0,0,0,0
10/29/2022,1555605067,209721800.2,105515080.7,48142508.56,57324633.1,99038710.53,12164114.09,371049.56,65761145.91,21683389.15,22531221.78,23695398.57,23492637.46,25406052,0,0,0,0,0,0
10/30/2022,1035890793,286281032,146965893.2,33930842.49,37360848.25,136047931.5,7513329.18,282042.99,62003496.97,21848812.66,35504063.77,14149445.44,24513677.96,17105657,0,0,0,0,0,0
10/31/2022,1476837773,445282011.2,268912760.4,43989589.37,56954110.48,228893057,15364081.6,312995.95,97709497.27,25027380.06,27964562.27,29162837.9,30659690.43,20763712,0,0,0,0,0,0
11/1/2022,920061305.7,260750980.3,159005449,25302745.22,50646190.31,101258567.3,7443553.19,304611.92,74934893.83,23320314.06,18928902.89,21557749.17,24685243.09,15207784,0,0,0,0,0,0
11/2/2022,1884747388,196983440.3,206829028.7,57740831.88,73873129.14,220142259.9,10792182.22,549863.85,54227604.32,34346285.56,23132366.15,15278670.52,33897909.92,18841522,0,0,0,0,0,0
11/3/2022,957762014.3,179799685.2,190816324.6,28535181.12,41976050.11,236832761.4,6903077.65,185808.32,52476114.66,32780503.11,29558475.81,14494352.52,26758555.95,12545068,0,0,0,0,0,0
11/4/2022,1893833054,278855333.1,174139069.8,51725903.87,63071048.62,329981702.3,9647619.71,306226.37,63671588.52,54587505.84,40788046.08,20936118.3,41856485.92,19843496,0,0,0,0,0,0
11/5/2022,852677864.6,195055277.6,107966373.5,28006026.3,30212126.57,216308293.1,10014157.11,205247.58,57222426.17,33193605.12,36064432,20350420.12,29644201.52,15608343,0,0,0,0,0,0
11/6/2022,921348105,191179575.2,98799989.68,28237349.11,36888609.16,273693802.5,6191752.11,270574.92,61121247.49,33623817.7,25165914.37,32289278.15,24299235.36,11004574,0,0,0,0,0,0
11/7/2022,1543197962,410443068.8,188669065.3,34297530.84,57602913.3,345776924.9,9580642.43,317563.11,86557291.46,44279047.95,51770515.88,50666882.03,44514653.9,17243330,0,0,0,0,0,0
11/8/2022,4739202503,918766102.8,788591532.7,120041000.8,212225275.2,378676459.5,40436216.61,1544774.91,212914353,101684765.7,94855266.77,118578166,69591850.07,50515982,0,1.32,0,0,0,0
11/9/2022,5478334332,1580579888,1480428019,108428624.1,269505206.8,341346449.6,41665151.67,1913457.85,414929101.9,76540700.53,174359085.9,191210197.7,82284814.3,46333231,0,1.09,0,0,0,0
11/10/2022,5479810467,1834382533,3046946512,92662063.52,186230573.1,218066206.5,28127993.61,1517575.63,433764374.6,87774059.21,145053556.1,120095965.9,97811848.53,20484475,0,0,0,0,0,0
11/11/2022,2928145283,581868723.9,902048255.7,64513765.02,67485096.31,142846350.5,19699727.96,1025421.6,134058215.4,47709489.17,69630894.1,78889300.15,49963385.12,20950504,0,94.53,0,0,0,0
11/12/2022,1734542705,659923080.7,694382112.9,46442069.54,79258413.39,128009778.5,9661766.68,341699.83,101189607.5,32806721.9,63678356.43,171380079.7,70921884.52,9586790,0,14.68,0,0,0,0
11/13/2022,1228287727,550230696.7,432799665.4,36089703.93,40369535.47,168753094.7,10702738.34,641417.65,96839026.4,34437997.3,45353848.19,26468571.5,26502050.36,16042880,0,198.37,0,0,0,0
11/14/2022,1917888539,439776878.2,525701132.2,37425403.32,89970847.43,152850168.4,13115815.57,729476.47,81155280.76,39137413.63,61104312.32,57784233.61,39015941.68,20455906,0,40.69,0,0,0,0
11/15/2022,1337629227,345331059.1,473432611.9,32471020.93,41397093.03,81704434.11,8929208.78,439420.36,50889832.96,29503622.84,42036406.03,89779713.43,28657772.87,12816182,0,98.27,0,0,0,0
11/16/2022,1319165424,367859715.8,332347264.1,26000416.33,54088907.99,145044666.5,5686650.15,343952.46,67728510.85,20301337.5,59416504.57,86515357.41,25272076.3,16873705,0,128.69,0,0,0,0
11/17/2022,984456486.8,270960441.3,284493483.6,20217514.5,52526840.8,152846716.5,6298826.05,378274.31,58775648.83,19123105.05,47195758.58,45529426.27,28700432.24,10800018,0,13.4,0,0,0,0
11/18/2022,676418758.1,329491184.8,321626634.8,15777752.81,31621696.13,88653062.9,5235011.07,120916.92,64323592.15,14800147.42,25452023.19,34947289.02,22810680.17,9128110,0,380,0,0,0,0
11/19/2022,483247954.5,167491139.4,242603988.4,13371982.39,31554114.09,288491916.8,4101607.39,87965.58,30633660.2,15565945.3,16016898.71,29947669.25,53293440.53,5316020,0,315.84,0,0,0,0
11/20/2022,1001384032,349242042.3,380441346.3,24567668.73,48360262.53,292750992.5,8782195.62,211861.41,55259654.23,25188103.15,23548655.63,33501833.23,74463402.15,8416976,0,164.1,0,0,0,0
11/21/2022,1714082232,570127341.5,526646714.6,32823599.77,69377173.51,216479519.2,10662878.68,510308.2,105856404.9,30598559.84,30543823.43,35215411.04,112471881.9,13957167,0,192.13,0,0,0,0
11/22/2022,1450618474,547393666.1,689893053.7,29407040.63,76995706.33,209615248.5,7164262.98,376664.35,90327827.55,23051644.69,64805644.91,91107656.54,79904149.89,12334088,0,48009.59,0,0,0,0
11/23/2022,1116960790,524934292.6,671002582.7,20776701.93,46891988.6,194897181,8028995.82,403470.01,87915203.9,19891265.62,32592754.68,31504105.4,57009398.09,11054408,0,297179.06,0,0,0,0
11/24/2022,871946986.2,466632722.6,754845704.7,17141637.25,74280823.14,152152364.7,6085171.24,171773.26,124853456.1,18071622.13,50660008.22,66840264.95,74524523.18,8123068,0,402708.2,0,0,0,0
11/25/2022,790588340.3,294903581.5,380066824.3,17052741.55,34853717.47,164316711.1,5018709.72,150759.33,56025851.79,13750533.9,31245547.5,24158297.54,63349030.12,6351485,0,171406.99,0,0,0,0
11/26/2022,640075172.7,270273021.3,357485897.6,18015216.41,30090631.86,179996864.4,4876525.87,292613.35,46150978.47,15069074.8,23397709.16,23557362.65,46817557.81,8246649,0,189105.57,0,0,0,0
11/27/2022,470307567.4,216903948.2,295625220.8,13139832.5,62118692.04,162577940.7,4043267.84,94160.28,35820024.84,14554861.21,58542962.9,11896987.77,55637415.06,6573379,0,96173.44,0,0,0,0
11/28/2022,827013261.8,306967122.3,393034971.6,17811013.36,27864775.73,172644725.1,5773697.76,203083.92,75832010.82,17308505.54,26034640.15,22806614.81,46357688.61,10507172,0,271863.48,0,0,0,0
11/29/2022,700839286.9,289847411.6,312951461,20116946.89,32053294.14,246751010.4,4822280.25,213537.9,53207176.42,16687628.29,31362701.9,20189326.69,56768193.74,7276546,0,216057.59,0,0,0,0
11/30/2022,1418697767,342434884.7,217802039.4,26348439.93,41080526.57,297714130.4,7634524.11,332596.08,69478535.84,29255055.04,31201526.36,37442676.15,73789470.65,7665963,0,330035.94,0,0,0,0
12/1/2022,775370615.6,261021174.4,215721514,22701239.08,32006098.1,227843984.3,10089300.51,242318.1,88634760.54,23114185.89,21061462.36,22152722.37,83030997.4,6518780,0,361324.87,0,0,0,0
12/2/2022,771121332,263613761.7,151089594.4,18657831.15,34716119.63,214349870.1,16179353.54,5328604.98,61847564.99,22718447.88,20387418.54,17696375.19,98953013.82,4291725,0,565812.55,0,0,0,0
12/3/2022,499282826.3,116144795.4,48599841.55,19818605.83,14169017.38,126486111.1,9797104.57,137292.33,24560868.08,16461726.72,8321352.93,5995357.5,112249849.2,3368922,0,427767.11,0,0,0,0
12/4/2022,508546581.9,114742245.8,70239202.86,24163103.4,17544422.2,131510645.6,7095004.75,197403.25,20598442.47,15812580.83,13020648.06,8334900.85,113974413.3,3860479,0,292131.91,0,0,0,0
12/5/2022,724658069.1,230985514.1,109612953.6,25340619.42,31356318.26,131513564.1,8645343.12,174722.91,62569767.65,16376735,19469642.27,21853059.72,32044806,6391854,0,431947.9,0,0,0,0
12/6/2022,756629107.9,280419851.6,123006932.3,21926846.69,34372954.51,117774283.6,5837353.98,125282.88,74757796.03,15900194.82,29473893.61,26081461.03,34045879.84,5982408,0,1809353.57,0,0,0,0
12/7/2022,639674476.1,225005807.9,145013865.5,26805843.64,32024443.95,115894230.8,7660889.55,190935.91,69332042.62,15919706.18,21881853.88,28369285.28,26786345.32,6142253,0,1073400.14,0,0,0,0
12/8/2022,717375403.5,210544704.6,132487148,24481961.79,30991075.76,106483964.4,7081981.53,309490.07,38038630.9,14907319.5,26170107.24,12600725.92,30849007.79,5647368,0,747798.02,0,0,0,0
12/9/2022,653601552.4,174174923.6,85372991.57,18925508.91,30769289.8,88226152.46,5801004,83153.06,68994686.84,12849788.38,16889505.62,17282607.9,25744881.08,6109728,0,418243.66,0,0,0,0
12/10/2022,370245540.2,113468840.4,37018112.7,12261224.29,20143523.84,97468643.27,5678592.84,58650.69,16338098.06,8228097.28,8370077.73,6427019.8,17404980.9,24405098,0,309347.1,0,0,0,0
12/11/2022,390142093.1,123513416.8,105845921.7,15165963.57,18887862.32,77756542.51,4810126.69,176269.61,18384817.36,11981982.51,25899335.79,13454512.17,17586730.53,10431233,0,461603.16,0,0,0,0
12/12/2022,700870099.9,317521384.4,165808484.4,49190609.88,56866529.61,124860876.5,7761427.22,264634.01,60039417.73,15302390.71,28548936.14,45544981.92,29244202.07,11107326,0,432548.67,0,0,0,0
12/13/2022,1617829796,817306716.4,214344542.3,30506822.45,68597916.45,143951234.3,16965987.93,339164.38,150095145.9,18713401.09,42252801.1,52916253.82,55723504,11746544,0,1028681.84,0,0,0,0
12/14/2022,1032381254,335718233.2,177886169.8,22084408.34,33425394.89,210783974.5,12091450.53,542444.25,57460113.08,14619178.55,45630964.44,38542642.14,35212975.23,9929411,0,462055.67,0,0,0,0
12/15/2022,792711270.8,234707670.3,134787703.7,17801441.41,36529491.86,103049707,9064106.87,270985.67,48351517.01,11467556.84,24527181.88,22053048.18,32304173.82,7612785,0,420446.48,0,0,0,0
12/16/2022,1396288541,269487184.1,121258405.2,28178046.57,50269163.13,186513633.4,10533538.3,401461.9,42570546.52,23407261.96,34805186.21,25730705.79,44947734.76,11927349,0,509351.9,0,0,0,0
12/17/2022,767697218.6,223604979.7,146104557.9,16648235.36,36753929.18,89926902.4,4938373.67,266831.63,38769425.54,13529753.88,18826888.84,17031184.63,31186658.03,6559176,0,244242.45,0,0,0,0
12/18/2022,402024497.3,116957713.7,83792690.93,12545007.8,17163480.68,81173342.47,4058528.69,186110.09,24846220.95,10841743.73,11063293.04,10505529.76,22161389.75,5251504,0,210871.42,0,0,0,0
12/19/2022,682908072.5,237201981.5,173356389.4,16632708.41,21009967.86,54288286.63,6946915.5,136659.86,83923101.26,20054101.92,23682555.42,16549154.14,37654478.5,7661140,0,345812.59,0,0,0,0
12/20/2022,783494283.5,261528694.4,197216691,16829793.34,31269238.45,103430330.1,7164964.63,196435.21,79383470.46,14279658.29,32975946.29,24920146.14,41768312.28,8665879,0,419079.83,0,0,0,0
12/21/2022,481170801,267424713.1,221244878.2,13462098.44,17940249.71,70279650.05,3968480.66,82933.16,72752992.95,13237366.8,21716054.98,14123076.46,31970131.53,7262346,0,243597.07,0,0,0,0
12/22/2022,562216795.5,220334937.6,154102505.7,18074388.88,23976870.25,103947439.3,4845957.25,223170.17,49604736.67,15843919.88,25962689.83,27512905.18,26873664.93,7910227,0,307601.54,0,0,0,0
12/23/2022,536581215.4,338276013.6,226188752.4,12861178.03,19995699.03,115587117.9,4456430.89,58799.08,55862331.7,10099428.19,14770051.48,17330527.99,20571833.11,5208603,0,162038.99,0,0,0,0
12/24/2022,190252863.9,88920884.53,74453238.95,8950242.84,11448432.77,48286544.69,3506698.9,69281.89,7292882.58,11357124.67,26214014.4,12208942.01,12514963.65,5481568,0,190334.03,0,0,0,0
12/25/2022,428299575.6,269473872.8,193614660,9351572.76,12924030.06,52015874.84,3101555.75,110153.29,32829471.24,8598346.42,8925267.39,4778134.58,19491893.26,3652555,0,147062.2,0,0,0,0
12/26/2022,351964208.6,305007679.2,176791972.5,11072372.54,16839784.7,75799802.29,3387528.29,60215.42,33673079.02,9754352.15,11202419.28,8988675.82,19774546.28,3845664,0,140136.23,0,0,0,0
12/27/2022,541479260.9,204509484.8,166376526.4,12070328.44,30624802.22,68076212.08,4391242.18,147545.24,32007484.94,14900247.72,40485517.38,16443303.22,18928855.85,5204424,0,315417.71,0,0,0,0
12/28/2022,652825320.3,266255261.6,417589344,14664068.31,45739022.39,39602529.23,6709880.87,142163.68,35183845.74,16848280.15,54140780.81,42394682.96,26506007.72,7993467,0,220552.16,0,0,0,0
12/29/2022,505965951.4,317180037.3,257419135,14653591.23,27362449.61,80367811.28,6842593.34,71509.46,67492433.77,13483617.55,31053361.8,27155032.54,25842483.2,7851796,0,331001.28,0,0,0,0
12/30/2022,363893931.8,343675535.3,303123805.1,14714715.2,19641258,25273996.12,8005145.96,190965.08,32122855.17,16633341.35,10256198.53,15682733.35,26576543.6,5157551,0,206359.5,0,0,0,0
12/31/2022,344457082.7,235017030.8,224931534.1,9957706.15,20726758.19,33577014.6,4758394.27,76900.92,41357031.28,13814010.73,13627740.53,20404861.68,22858109.7,5961420,0,241838.91,0,0,0,0
1/1/2023,316552353.3,143456752.9,86127434.11,8089196.35,16617749.54,28077764.5,4410782.88,20178.65,28142717.96,8048962.01,13065384.67,5233679,14204515.26,3820849,0,108678.97,0,0,0,0
1/2/2023,467046826.6,140466070.4,79384502.76,11684209.93,24342349.01,19757179.6,6312130.92,136788.06,31802231.88,11934350.04,10906514.95,15636661.76,19636983.57,7143388,0,151378.59,0,0,0,0
1/3/2023,384536220.7,241285729.6,210583796.8,9116893.98,35337010.83,51123322.32,8548787.15,98446.97,67042555,13418752.25,17093157.62,30502742.51,25835678.75,9334134,0,238059.63,0,0,0,0
1/4/2023,838925522.6,256448011,216172065.6,14167299.61,47567664.86,33520016.63,14446668.05,179895.51,59713026.55,17318155.1,19684531.32,22429911.51,39275581.64,7536989,0,337267.74,7.17,0,0,0
1/5/2023,486398591.3,338112493.7,286216117.5,10712096.56,50668638.72,36069349.74,9076226.88,65175.13,47892977.01,10206653.86,24845582.45,20473059.15,24388109.87,4988887,0,267940.88,91396.46,0,0,0
